

gen best mean std sigma_prime mutation_r crossover_r
46 89.995913 28.074382 13.249011 0.683274 0.48 1.27
47 89.995913 28.074382 13.249011 0.790567 0.51 1.32
48 89.995913 28.074382 13.249011 0.833714 0.54 1.37
49 89.995913 28.074382 13.249011 0.918533 0.57 1.42
50 89.995913 28.074382 13.249011 0.959704 0.6 1.47
51 89.995913 28.074382 13.249011 1.005594 0.63 1.52
52 89.995913 28.074382 13.249011 0.05 0.15 0.75
53 89.995913 28.074382 13.249011 0.078276 0.17 0.78
54 89.995913 28.074382 13.249011 0.106432 0.19 0.81
55 89.995913 28.074382 13.249011 0.135295 0.21 0.84
56 89.995913 28.074382 13.249011 0.172097 0.23 0.87
57 89.995913 28.074382 13.249011 0.193605 0.25 0.9
58 89.995913 28.074382 13.249011 0.227396 0.27 0.93
59 89.995913 28.074382 13.249011 0.249808 0.29 0.96
60 89.995913 28.074382 13.249011 0.258719 0.31 0.99
61 89.995913 28.074382 13.249011 0.282216 0.33 1.02
62 89.995913 28.074382 13.249011 0.348294 0.36 1.07
63 89.995913 28.074382 13.249011 0.396849 0.39 1.12
64 89.995913 28.074382 13.249011 0.512147 0.42 1.17
65 89.995913 28.074382 13.249011 0.579989 0.45 1.22
66 89.995913 28.074382 13.249011 0.665869 0.48 1.27
67 89.995913 28.074382 13.249011 0.697357 0.51 1.32
68 89.995913 28.074382 13.249011 0.86945 0.54 1.37
69 89.995913 28.074382 13.249011 0.939917 0.57 1.42
70 89.995913 28.074382 13.249011 1.023761 0.6 1.47
71 89.995913 28.074382 13.249011 1.179566 0.63 1.52
72 89.995913 28.074382 13.249011 0.05 0.15 0.75
73 89.995913 28.074382 13.249011 0.077032 0.17 0.78
74 89.995913 28.074382 13.249011 0.104396 0.19 0.81
75 89.995913 28.074382 13.249011 0.145854 0.21 0.84
76 89.995913 28.074382 13.249011 0.179464 0.23 0.87
77 89.995913 28.074382 13.249011 0.216324 0.25 0.9
78 89.995913 28.074382 13.249011 0.241194 0.27 0.93
79 89.995913 28.074382 13.249011 0.273273 0.29 0.96
80 89.995913 28.074382 13.249011 0.282758 0.31 0.99
81 89.995913 28.074382 13.249011 0.320042 0.33 1.02
82 89.995913 28.074382 13.249011 0.38533 0.36 1.07
83 89.995913 28.074382 13.249011 0.427423 0.39 1.12
84 89.995913 28.074382 13.249011 0.516056 0.42 1.17
85 89.995913 28.074382 13.249011 0.645651 0.45 1.22
86 89.995913 28.074382 13.249011 0.783988 0.48 1.27
87 89.995913 28.074382 13.249011 0.878419 0.51 1.32
88 89.995913 28.074382 13.249011 0.968564 0.54 1.37
89 89.995913 28.074382 13.249011 1.044451 0.57 1.42
90 89.995913 28.074382 13.249011 1.066415 0.6 1.47
91 89.995913 28.074382 13.249011 1.006197 0.63 1.52
92 89.995913 28.074382 13.249011 0.05 0.15 0.75
93 89.995913 28.074382 13.249011 0.080247 0.17 0.78
94 89.995913 28.074382 13.249011 0.110435 0.19 0.81
95 89.995913 28.074382 13.249011 0.134104 0.21 0.84
96 89.995913 28.074382 13.249011 0.162685 0.23 0.87
97 89.995913 28.074382 13.249011 0.190501 0.25 0.9
98 89.995913 28.074382 13.249011 0.208182 0.27 0.93
99 89.995913 28.074382 13.249011 0.233028 0.29 0.96
