

gen best mean std sigma_prime mutation_r crossover_r
58 94.918596 43.446339 21.384424 0.343694 0.2 0.95
59 94.918596 43.446339 21.384424 0.381535 0.22 0.98
60 94.918596 43.446339 21.384424 0.39379 0.24 1.01
61 94.918596 43.446339 21.384424 0.402845 0.26 1.04
62 94.918596 43.446339 21.384424 0.420583 0.28 1.07
63 94.918596 43.446339 21.384424 0.485672 0.31 1.12
64 94.918596 43.446339 21.384424 0.560756 0.34 1.17
65 94.918596 43.446339 21.384424 0.579173 0.37 1.22
66 94.918596 43.446339 21.384424 0.681243 0.4 1.27
67 94.918596 43.446339 21.384424 0.77463 0.43 1.32
68 94.918596 43.446339 21.384424 0.791757 0.46 1.37
69 94.918596 43.446339 21.384424 0.884902 0.49 1.42
70 94.918596 43.446339 21.384424 0.930968 0.52 1.47
71 94.918596 43.446339 21.384424 1.073121 0.55 1.52
72 94.918596 43.446339 21.384424 1.198322 0.58 1.57
73 94.918596 43.446339 21.384424 0.05 0.1 0.8
74 94.918596 43.446339 21.384424 0.076373 0.12 0.83
75 94.918596 43.446339 21.384424 0.110578 0.14 0.86
76 94.918596 43.446339 21.384424 0.135256 0.16 0.89
77 94.918596 43.446339 21.384424 0.16035 0.18 0.92
78 94.918596 43.446339 21.384424 0.203616 0.2 0.95
79 94.918596 43.446339 21.384424 0.236134 0.22 0.98
80 94.918596 43.446339 21.384424 0.274196 0.24 1.01
81 94.918596 43.446339 21.384424 0.336646 0.26 1.04
82 94.918596 43.446339 21.384424 0.371349 0.28 1.07
83 94.918596 43.446339 21.384424 0.413099 0.31 1.12
84 94.918596 43.446339 21.384424 0.479779 0.34 1.17
85 94.918596 43.446339 21.384424 0.554416 0.37 1.22
86 94.918596 43.446339 21.384424 0.644288 0.4 1.27
87 94.918596 43.446339 21.384424 0.673743 0.43 1.32
88 94.918596 43.446339 21.384424 0.706186 0.46 1.37
89 94.918596 43.446339 21.384424 0.793454 0.49 1.42
90 94.918596 43.446339 21.384424 0.903828 0.52 1.47
91 94.918596 43.446339 21.384424 0.971747 0.55 1.52
92 94.918596 43.446339 21.384424 1.16484 0.58 1.57
93 94.918596 43.446339 21.384424 0.05 0.1 0.8
94 94.918596 43.446339 21.384424 0.075463 0.12 0.83
95 94.918596 43.446339 21.384424 0.096129 0.14 0.86
96 94.918596 43.446339 21.384424 0.126136 0.16 0.89
97 94.918596 43.446339 21.384424 0.163732 0.18 0.92
98 94.918596 43.446339 21.384424 0.191686 0.2 0.95
99 94.918596 43.446339 21.384424 0.220848 0.22 0.98
