

gen best mean std sigma_prime mutation_r crossover_r
56 93.636796 82.6121 20.961761 0.529996 0.22 0.98
57 93.636796 82.6121 20.961761 0.55146 0.24 1.01
58 93.636796 82.6121 20.961761 0.59344 0.26 1.04
59 93.636796 82.6121 20.961761 0.587857 0.28 1.07
60 93.636796 82.6121 20.961761 0.68381 0.31 1.12
61 93.636796 82.6121 20.961761 0.785176 0.34 1.17
62 93.636796 82.6121 20.961761 0.935005 0.37 1.22
63 93.636796 82.6121 20.961761 0.942506 0.4 1.27
64 93.636796 82.6121 20.961761 0.965297 0.43 1.32
65 93.636796 82.6121 20.961761 0.91404 0.46 1.37
66 93.636796 82.6121 20.961761 1.066605 0.49 1.42
67 93.636796 82.6121 20.961761 1.091884 0.52 1.47
68 93.636796 82.6121 20.961761 1.148578 0.55 1.52
69 93.636796 82.6121 20.961761 1.266788 0.58 1.57
70 93.636796 82.6121 20.961761 0.05 0.1 0.8
71 93.636796 82.6121 20.961761 0.081405 0.12 0.83
72 93.636796 82.6121 20.961761 0.113065 0.14 0.86
73 93.636796 82.6121 20.961761 0.145413 0.16 0.89
74 93.636796 82.6121 20.961761 0.180842 0.18 0.92
75 93.636796 82.6121 20.961761 0.202577 0.2 0.95
76 93.636796 82.6121 20.961761 0.234713 0.22 0.98
77 93.636796 82.6121 20.961761 0.254347 0.24 1.01
78 93.636796 82.6121 20.961761 0.266119 0.26 1.04
79 93.636796 82.6121 20.961761 0.304142 0.28 1.07
80 93.636796 82.6121 20.961761 0.341715 0.31 1.12
81 93.636796 82.6121 20.961761 0.41769 0.34 1.17
82 93.636796 82.6121 20.961761 0.485363 0.37 1.22
83 93.636796 82.6121 20.961761 0.552063 0.4 1.27
84 93.636796 82.6121 20.961761 0.628726 0.43 1.32
85 93.636796 82.6121 20.961761 0.694142 0.46 1.37
86 93.636796 82.6121 20.961761 0.724798 0.49 1.42
87 93.636796 82.6121 20.961761 0.794842 0.52 1.47
88 93.636796 82.6121 20.961761 0.939059 0.55 1.52
89 93.636796 82.6121 20.961761 1.093761 0.58 1.57
90 93.636796 82.6121 20.961761 0.05 0.1 0.8
91 93.636796 82.6121 20.961761 0.080564 0.12 0.83
92 93.636796 82.6121 20.961761 0.103996 0.14 0.86
93 93.636796 82.6121 20.961761 0.141832 0.16 0.89
94 93.636796 82.6121 20.961761 0.175155 0.18 0.92
95 93.636796 82.6121 20.961761 0.21059 0.2 0.95
96 93.636796 82.6121 20.961761 0.250652 0.22 0.98
97 93.636796 82.6121 20.961761 0.295105 0.24 1.01
98 93.636796 82.6121 20.961761 0.298898 0.26 1.04
99 93.636796 82.6121 20.961761 0.330795 0.28 1.07
