

gen best mean std sigma_prime mutation_r crossover_r
50 85.86436 31.498012 23.17715 1.252639 0.2 0.95
51 85.86436 31.498012 23.17715 1.233366 0.22 0.98
52 85.86436 31.498012 23.17715 1.259273 0.24 1.01
53 85.86436 31.498012 23.17715 1.319916 0.26 1.04
54 85.86436 31.498012 23.17715 1.353503 0.28 1.07
55 85.86436 31.498012 23.17715 1.269042 0.31 1.12
56 85.86436 31.498012 23.17715 1.350647 0.34 1.17
57 85.86436 31.498012 23.17715 1.443502 0.37 1.22
58 85.86436 31.498012 23.17715 1.591166 0.4 1.27
59 85.86436 31.498012 23.17715 1.7274 0.43 1.32
60 85.86436 31.498012 23.17715 1.643914 0.46 1.37
61 85.86436 31.498012 23.17715 1.649503 0.49 1.42
62 85.86436 31.498012 23.17715 1.82912 0.52 1.47
63 85.86436 31.498012 23.17715 1.8068 0.55 1.52
64 85.86436 31.498012 23.17715 1.845589 0.58 1.57
65 85.86436 31.498012 23.17715 0.05 0.1 0.8
66 85.86436 31.498012 23.17715 0.077927 0.12 0.83
67 85.86436 31.498012 23.17715 0.106123 0.14 0.86
68 85.86436 31.498012 23.17715 0.122958 0.16 0.89
69 85.86436 31.498012 23.17715 0.155054 0.18 0.92
70 85.86436 31.498012 23.17715 0.183766 0.2 0.95
71 85.86436 31.498012 23.17715 0.231987 0.22 0.98
72 85.86436 31.498012 23.17715 0.271137 0.24 1.01
73 85.86436 31.498012 23.17715 0.311597 0.26 1.04
74 88.940385 36.375028 26.277589 0.326534 0.1 0.8
75 88.940385 36.375028 26.277589 0.330819 0.12 0.83
76 88.940385 36.375028 26.277589 0.35555 0.14 0.86
77 88.940385 36.375028 26.277589 0.419287 0.16 0.89
78 88.940385 36.375028 26.277589 0.456215 0.18 0.92
79 88.940385 36.375028 26.277589 0.464124 0.2 0.95
80 88.940385 36.375028 26.277589 0.500452 0.22 0.98
81 88.940385 36.375028 26.277589 0.50171 0.24 1.01
82 88.940385 36.375028 26.277589 0.526519 0.26 1.04
83 88.940385 36.375028 26.277589 0.549461 0.28 1.07
84 88.940385 36.375028 26.277589 0.59754 0.31 1.12
85 88.940385 36.375028 26.277589 0.660625 0.34 1.17
86 88.940385 36.375028 26.277589 0.729007 0.37 1.22
87 88.940385 36.375028 26.277589 0.764111 0.4 1.27
88 88.940385 36.375028 26.277589 0.844532 0.43 1.32
89 88.940385 36.375028 26.277589 0.898351 0.46 1.37
90 88.940385 36.375028 26.277589 0.99589 0.49 1.42
91 88.940385 36.375028 26.277589 1.081895 0.52 1.47
92 88.940385 36.375028 26.277589 1.144461 0.55 1.52
93 88.940385 36.375028 26.277589 1.19299 0.58 1.57
94 88.940385 36.375028 26.277589 0.05 0.1 0.8
95 88.940385 36.375028 26.277589 0.079065 0.12 0.83
96 88.940385 36.375028 26.277589 0.11102 0.14 0.86
97 88.940385 36.375028 26.277589 0.150917 0.16 0.89
98 88.940385 36.375028 26.277589 0.179533 0.18 0.92
99 88.940385 36.375028 26.277589 0.214334 0.2 0.95
