

gen best mean std sigma_prime mutation_r crossover_r
89 91.529262 51.937034 29.935315 0.521283 0.4 1.27
90 91.529262 51.937034 29.935315 0.577769 0.43 1.32
91 91.529262 51.937034 29.935315 0.636607 0.46 1.37
92 91.529262 51.937034 29.935315 0.762209 0.49 1.42
93 91.529262 51.937034 29.935315 0.831106 0.52 1.47
94 91.529262 51.937034 29.935315 0.887394 0.55 1.52
95 91.529262 51.937034 29.935315 0.93898 0.58 1.57
96 91.529262 51.937034 29.935315 0.05 0.1 0.8
97 91.529262 51.937034 29.935315 0.081804 0.12 0.83
98 91.529262 51.937034 29.935315 0.113277 0.14 0.86
99 91.529262 51.937034 29.935315 0.142955 0.16 0.89
